Record Start Time,Record End Time,Date of Transaction,Select Batch Number,Select Account Type,Select Category,Select Category,Select Category,Select Category,Description,Quantity,Unit Price (UGX),Amount (UGX),Amount Calculated (UGX),Comment,Please take photo of any receipt or proof of payment,Please take photo of any receipt or proof of payment_URL,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
2025-03-06,2025-03-06,2025-03-03,Batch 6,Cost of Goods Sold (COGS),,,Feed Costs,,Broken maize ,120,1350,162000,162000,Cash at hand ,1741281809526.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbb209c8d-2476-4277-b5d0-f0c2fa2a5ffe%2F1741281809526.jpg,448924419,bb209c8d-2476-4277-b5d0-f0c2fa2a5ffe,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,100
2025-03-06,2025-03-06,2025-03-03,Batch 6,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix concentrate ,100,4300,430000,430000,Cash at hand ,1741281954746.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc2e5ad0b-98d4-48ba-bc30-e2ef9a027154%2F1741281954746.jpg,448925175,c2e5ad0b-98d4-48ba-bc30-e2ef9a027154,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,101
2025-03-06,2025-03-06,2025-03-03,Batch 6,Operating Expenditure (OPEX),,Transportation Costs,,,From the farm to kiwenda and to busiika then back to the farm ,1,8000,8000,8000,Cash at hand ,1741282066992.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F009245e0-0c62-4a3d-a87a-34c69c0a1b49%2F1741282066992.jpg,448925863,009245e0-0c62-4a3d-a87a-34c69c0a1b49,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,102
2025-03-06,2025-03-06,2025-03-06,Batch 4,Cost of Goods Sold (COGS),,,Feed Costs,,Broken maize ,100,1400,140000,140000,Cash at hand ,1741282217856.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F0018a5c5-4e70-405e-b761-9329406d7604%2F1741282217856.jpg,448927114,0018a5c5-4e70-405e-b761-9329406d7604,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,103
2025-03-06,2025-03-06,2025-03-06,Batch 4,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix concentrate ,25,4300,107500,107500,Cash at hand ,1741282471715.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Feede1ce3-f327-4071-bf2c-bda51aef0ace%2F1741282471715.jpg,448928182,eede1ce3-f327-4071-bf2c-bda51aef0ace,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,104
2025-03-06,2025-03-06,2025-03-06,Batch 4,Operating Expenditure (OPEX),,Transportation Costs,,,From the farm to kiwenda and to busiika then back to the farm ,1,12000,12000,12000,Cash at hand ,1741282664331.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F22486f26-5fd4-419d-b25f-fbfe6df042f3%2F1741282664331.jpg,448929376,22486f26-5fd4-419d-b25f-fbfe6df042f3,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,105
2025-03-06,2025-03-06,2025-03-06,Batch 5,Cost of Goods Sold (COGS),,,Feed Costs,,Broken maize ,130,1400,182000,182000,Cash at hand ,1741282772450.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Ff8e6acc9-4ffe-4fc4-a838-32ce441166ed%2F1741282772450.jpg,448929893,f8e6acc9-4ffe-4fc4-a838-32ce441166ed,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,106
2025-03-06,2025-03-06,2025-03-06,Batch 5,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix concentrate ,50,4300,215000,215000,Cash at hand ,1741282918899.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd0e4294e-8f99-41aa-beb8-4978255a55c4%2F1741282918899.jpg,448930601,d0e4294e-8f99-41aa-beb8-4978255a55c4,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,107
2025-03-06,2025-03-06,2025-03-04,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,2,15000,30000,30000,Tomsingwe,1741283262765.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F49eedcc9-12d6-4432-b71c-c75126266f3d%2F1741283262765.jpg,448932399,49eedcc9-12d6-4432-b71c-c75126266f3d,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,108
2025-03-06,2025-03-06,2025-03-04,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,15000,15000,15000,New customer ,1741283393073.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F821f7a5c-5582-4966-aa30-56c003bf9fca%2F1741283393073.jpg,448933168,821f7a5c-5582-4966-aa30-56c003bf9fca,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,109
2025-03-06,2025-03-06,2025-03-05,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,15000,15000,15000,Supportive client ,1741283522233.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd510f2e3-bb23-4ae0-b2aa-3702cb3ebbd8%2F1741283522233.jpg,448933927,d510f2e3-bb23-4ae0-b2aa-3702cb3ebbd8,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,110
2025-03-06,2025-03-06,2025-03-05,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,13,14000,182000,182000,Regular client ,1741283670345.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Ff33ae31a-e575-45e5-8969-daf4c36260f8%2F1741283670345.jpg,448934798,f33ae31a-e575-45e5-8969-daf4c36260f8,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,111
2025-03-06,2025-03-06,2025-03-06,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,7,14000,98000,98000,Regular client ,1741283782961.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F085e02b9-c673-420a-a0f3-e8962edb23aa%2F1741283782961.jpg,448935487,085e02b9-c673-420a-a0f3-e8962edb23aa,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,112
2025-03-06,2025-03-06,2025-03-06,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,3,15000,45000,45000,New customer ,1741283879530.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F44537317-f48b-4702-a4cf-fb8a6e2df3d3%2F1741283879530.jpg,448936040,44537317-f48b-4702-a4cf-fb8a6e2df3d3,2025-03-06,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,113
2025-03-07,2025-03-07,2025-03-07,Batch 7,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix starter crumble ,150,2940,441000,441000,Money received on mobile ,1741375498773.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F64c72468-70c8-46f3-8748-2d7f0d36f760%2F1741375498773.jpg,449347409,64c72468-70c8-46f3-8748-2d7f0d36f760,2025-03-07,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,114
2025-03-07,2025-03-07,2025-03-07,Batch 7,Operating Expenditure (OPEX),,Transportation Costs,,,Transport from the farm to busiika and back to the farm ,1,9000,9000,9000,Money received on mobile ,1741375689143.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F9664e680-11a7-4070-915b-3d63855a57bf%2F1741375689143.jpg,449348411,9664e680-11a7-4070-915b-3d63855a57bf,2025-03-07,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,115
2025-03-07,2025-03-07,2025-03-07,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,5,14000,70000,70000,Routine customer ,1741376701635.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F7fdf0b49-de85-43b6-8fbb-1e04df2b195a%2F1741376701635.jpg,449352644,7fdf0b49-de85-43b6-8fbb-1e04df2b195a,2025-03-07,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,116
2025-03-07,2025-03-07,2025-03-07,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,4,14000,56000,56000,New customer ,1741376802321.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F1c57db7e-8ea0-4e84-8ffa-b0197d05c94e%2F1741376802321.jpg,449353009,1c57db7e-8ea0-4e84-8ffa-b0197d05c94e,2025-03-07,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,117
2025-03-08,2025-03-08,2025-03-08,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,11,14000,154000,154000,Regular client ,1741452422784.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fecdbc11d-0f7e-4b96-ac82-736f428386b5%2F1741452422784.jpg,449597927,ecdbc11d-0f7e-4b96-ac82-736f428386b5,2025-03-08,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,118
2025-03-08,2025-03-08,2025-03-08,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,2,15000,30000,30000,Tom,1741452607455.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F86216a5a-5a7d-494b-a422-9508e606d65c%2F1741452607455.jpg,449598544,86216a5a-5a7d-494b-a422-9508e606d65c,2025-03-08,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,119
2025-03-08,2025-03-08,2025-03-08,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,2,14000,28000,28000,New customer ,1741452700191.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F254ba60a-f8f5-4fec-b524-e9afa3618e92%2F1741452700191.jpg,449598979,254ba60a-f8f5-4fec-b524-e9afa3618e92,2025-03-08,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,120
2025-03-08,2025-03-08,2025-03-08,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,48,14000,672000,672000,High volume client from gayaza,1741452897196.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F68b1eb2c-bb0e-471f-9c65-6fe4d3f89b05%2F1741452897196.jpg,449599867,68b1eb2c-bb0e-471f-9c65-6fe4d3f89b05,2025-03-08,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,121
2025-03-09,2025-03-09,2025-03-09,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,71,14000,994000,994000,High volume client from gayaza ,1741552196584.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fb1c8c9f1-9667-439c-b94a-45bcbcd697df%2F1741552196584.jpg,449917999,b1c8c9f1-9667-439c-b94a-45bcbcd697df,2025-03-09,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,122
2025-03-09,2025-03-09,2025-03-09,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,12,14000,168000,168000,Regular client ,1741552293650.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fe8712fc6-c9fa-456e-b8c4-707b91fdf93b%2F1741552293650.jpg,449918269,e8712fc6-c9fa-456e-b8c4-707b91fdf93b,2025-03-09,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,123
2025-03-09,2025-03-09,2025-03-09,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,2,14000,28000,28000,New customer ,1741552390660.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F814a4dc5-6565-4d96-89c4-32049d13f1fd%2F1741552390660.jpg,449918618,814a4dc5-6565-4d96-89c4-32049d13f1fd,2025-03-09,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,124
2025-03-10,2025-03-10,2024-12-14,Batch 5,Cost of Goods Sold (COGS),,,Chicks Purchased,,200 chicks from ugachick,200,2800,560000,560000,Bought via mobile money ,1741600644731.png,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fef09b9f6-ed0d-4ee6-bbe5-c360ee814510%2F1741600644731.png,450092017,ef09b9f6-ed0d-4ee6-bbe5-c360ee814510,2025-03-10,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,125
2025-03-12,2025-03-12,2025-03-10,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,15000,15000,15000,Supportive client ,1741774911171.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F606dae33-fabe-4961-9e0c-3859c1f84e98%2F1741774911171.jpg,451024700,606dae33-fabe-4961-9e0c-3859c1f84e98,2025-03-12,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,126
2025-03-12,2025-03-12,2025-03-11,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,21,14000,294000,294000,High volume client from gayaza ,1741775091961.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F9d0ad846-9db2-44b7-9834-b12f78f4a1de%2F1741775091961.jpg,451024720,9d0ad846-9db2-44b7-9834-b12f78f4a1de,2025-03-12,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,127
2025-03-12,2025-03-12,2025-03-12,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,11,14000,154000,154000,Regular client from kiwenda ,1741775437965.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F09be4044-fddb-431a-af0e-68bcc3fa02f4%2F1741775437965.jpg,451027230,09be4044-fddb-431a-af0e-68bcc3fa02f4,2025-03-12,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,128
2025-03-12,2025-03-12,2025-03-12,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,10,14000,140000,140000,Regular client from kiwenda ,1741775545378.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fa5b9d3bd-9c0d-48a3-9a7c-84e44305d6c3%2F1741775545378.jpg,451028228,a5b9d3bd-9c0d-48a3-9a7c-84e44305d6c3,2025-03-12,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,129
2025-03-12,2025-03-12,2025-03-01,Batch 6,Cost of Goods Sold (COGS),,,Feed Costs,,Breaking the maize ,102,100,10200,10200,Money received on mobile ,1741795939072.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F9691e69f-fd6d-45cf-8186-77bd4a27c1b4%2F1741795939072.jpg,451191935,9691e69f-fd6d-45cf-8186-77bd4a27c1b4,2025-03-12,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,130
2025-03-12,2025-03-12,2025-03-01,Batch 6,Cost of Goods Sold (COGS),,,Feed Costs,,Broken maize ,20,1350,27000,27000,Money received on mobile ,1741796061951.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F573ddd16-c31a-4906-9175-93976b9ec09d%2F1741796061951.jpg,451192809,573ddd16-c31a-4906-9175-93976b9ec09d,2025-03-12,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,131
2025-03-12,2025-03-12,2025-03-05,Batch 7,Capital Expenditure (CAPEX),Plant,,,,Ventilation ,1,403500,403500,403500,Balance of 36500 from 440000 received ,1741800228606.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F660d2643-df7a-463f-80dc-0a384f611aba%2F1741800228606.jpg,451221756,660d2643-df7a-463f-80dc-0a384f611aba,2025-03-12,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,132
2025-03-12,2025-03-12,2025-03-02,Batch 7,Capital Expenditure (CAPEX),Plant,,,,Wall fence ,1,1219000,1219000,1219000,Balance of 181000 from 1400000 received ,1741800447634.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F011c4ff6-885b-42a4-9a12-34704a338945%2F1741800447634.jpg,451222471,011c4ff6-885b-42a4-9a12-34704a338945,2025-03-12,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,133
2025-03-12,2025-03-12,2025-03-02,Batch 7,Capital Expenditure (CAPEX),Plant,,,,Labor for wall fence ,1,470000,470000,470000,Paid directly to Sam in cash ,1741804531645.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F42f8a52b-d069-4151-919e-7701450e8dae%2F1741804531645.jpg,451245382,42f8a52b-d069-4151-919e-7701450e8dae,2025-03-12,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,134
2025-03-12,2025-03-12,2025-03-05,Batch 7,Capital Expenditure (CAPEX),Plant,,,,Labor for ventilation works and iron sheets rain shield,1,120000,120000,120000,Paid Sam 120k using the balance from building the wall,1741804808352.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F9028508f-bb16-451f-acf9-008e682be85a%2F1741804808352.jpg,451246869,9028508f-bb16-451f-acf9-008e682be85a,2025-03-12,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,135
2025-03-13,2025-03-13,2025-03-13,Batch 6,Cost of Goods Sold (COGS),,,Feed Costs,,Broken maize ,270,1400,378000,378000,Money received on mobile ,1741870756996.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F487fc386-279f-4f67-a635-82cf9756fa2c%2F1741870756996.jpg,451541673,487fc386-279f-4f67-a635-82cf9756fa2c,2025-03-13,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,136
2025-03-13,2025-03-13,2025-03-13,Batch 6,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix concentrate ,100,4300,430000,430000,Money received on mobile ,1741870863702.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F0fc2894c-5bc6-45f9-a54d-44215ce904b3%2F1741870863702.jpg,451542383,0fc2894c-5bc6-45f9-a54d-44215ce904b3,2025-03-13,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,137
2025-03-13,2025-03-13,2025-03-13,Batch 8,Cost of Goods Sold (COGS),,,Chicks Purchased,,Purchase of day old chicks from ken chicks ,300,3200,960000,960000,Money received on mobile ,1741871012614.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F01331666-8f79-4bdd-94c2-5cb74e682095%2F1741871012614.jpg,451543507,01331666-8f79-4bdd-94c2-5cb74e682095,2025-03-13,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,138
2025-03-13,2025-03-13,2025-03-13,Batch 6,Operating Expenditure (OPEX),,Transportation Costs,,,Transport from the farm to kiwenda and to busiika then back to the farm ,1,13000,13000,13000,Money received on mobile ,1741871981681.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fea102c34-135a-4f10-a280-7d0ad283157e%2F1741871981681.jpg,451551768,ea102c34-135a-4f10-a280-7d0ad283157e,2025-03-13,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,139
2025-03-13,2025-03-13,2025-03-13,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,11,14000,154000,154000,Regular client from kiwenda ,1741876773295.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc059c84a-d5db-4f44-8566-195a519d4ebf%2F1741876773295.jpg,451591915,c059c84a-d5db-4f44-8566-195a519d4ebf,2025-03-13,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,140
2025-03-14,2025-03-14,2025-03-14,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,15000,15000,15000,Supportive client ,1741974484693.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F391b3407-e768-417a-918e-f8f8c0fc1aef%2F1741974484693.jpg,452063377,391b3407-e768-417a-918e-f8f8c0fc1aef,2025-03-14,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,141
2025-03-15,2025-03-15,2025-03-15,Batch 5,Cost of Goods Sold (COGS),,,Feed Costs,,Broken maize ,140,1400,196000,196000,Money received on mobile ,1742040711043.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F04972d35-f90e-425a-8bf5-256cc8a1bf7f%2F1742040711043.jpg,452282236,04972d35-f90e-425a-8bf5-256cc8a1bf7f,2025-03-15,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,142
2025-03-15,2025-03-15,2025-03-15,Batch 5,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix concentrate ,50,4300,215000,215000,Money received on mobile ,1742040832388.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F6985a574-9775-47ab-927b-4bb123fe6310%2F1742040832388.jpg,452282783,6985a574-9775-47ab-927b-4bb123fe6310,2025-03-15,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,143
2025-03-15,2025-03-15,2025-03-15,Batch 5,Operating Expenditure (OPEX),,Transportation Costs,,,Transport from kiziri to kiwenda and to busiika then back to the farm ,1,8000,8000,8000,Money received on mobile ,1742040959558.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F0c907252-5ce8-4e47-9ac6-950c0c227863%2F1742040959558.jpg,452285669,0c907252-5ce8-4e47-9ac6-950c0c227863,2025-03-15,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,144
2025-03-16,2025-03-16,2025-03-31,Batch 5,Operating Expenditure (OPEX),,Salaries and Wages,,,End of month salary for March ,1,280000,280000,280000,Nico March salary ,1742142321220.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Ff66f407b-9384-43b9-bb23-1b86f0fad2eb%2F1742142321220.jpg,452615760,f66f407b-9384-43b9-bb23-1b86f0fad2eb,2025-03-16,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,145
2025-03-16,2025-03-16,2025-03-31,Batch 6,Operating Expenditure (OPEX),,Salaries and Wages,,,End of month salary ,1,280000,280000,280000,Joseph salary at end of March ,1742142474244.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd35dc9a2-3557-4233-be35-2b17d4c0cfc6%2F1742142474244.jpg,452616297,d35dc9a2-3557-4233-be35-2b17d4c0cfc6,2025-03-16,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,146
2025-03-17,2025-03-17,2025-03-13,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,15000,15000,15000,Supportive client ,1742193545049.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fb45c6351-9dd7-40e8-b0e2-2246a77a1b84%2F1742193545049.jpg,452739777,b45c6351-9dd7-40e8-b0e2-2246a77a1b84,2025-03-17,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,147
2025-03-17,2025-03-17,2025-03-16,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,2,15000,30000,30000,Supportive client ,1742193750584.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F33c65bb9-8f8b-4e36-be19-db61a5513a2a%2F1742193750584.jpg,452740610,33c65bb9-8f8b-4e36-be19-db61a5513a2a,2025-03-17,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,148
2025-03-17,2025-03-17,2025-03-17,Batch 4,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,3,14000,42000,42000,Regular client ,1742194068983.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F6a13aa11-9106-42e7-bf35-edd6c9775412%2F1742194068983.jpg,452742268,6a13aa11-9106-42e7-bf35-edd6c9775412,2025-03-17,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,149
